itemid,hotelid,hotelname,address,city,country,propertytype,starrating,roomamenities,roomtype,ratedescription,average_price
67,70123,Hotel Haydn,Mariahilfer Strasse 57-59,Vienna,Austria,Hotels,3,Air conditioning ;Closet ;Clothes rack ;Daily housekeeping ;Desk ;DVDCD player ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Linens ;Mini bar ;Private entrance ;Refrigerator ;Satellitecable channels ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Single Room,Room size 10 m_square108 ft_square Non-smoking Shower 1 single bed,92.935
68,70123,Hotel Haydn,Mariahilfer Strasse 57-59,Vienna,Austria,Hotels,3,Air conditioning ;Closet ;Clothes rack ;Daily housekeeping ;Desk ;DVDCD player ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Linens ;Mini bar ;Private entrance ;Refrigerator ;Satellitecable channels ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Triple Room,Room size 16 m_square172 ft_square Non-smoking Shower 3 single beds or 1 single bed and 1 double bed,92.935
69,70123,Hotel Haydn,Mariahilfer Strasse 57-59,Vienna,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Mini bar ;TV ;,DOUBLE SINGLE USE STANDARD - ROOM ONLY,Shower,92.935
70,70133,Hotel Amadeus,Linzer Gasse 43-45,Salzburg,Austria,Hotels,4,Air conditioning ;Bathrobes ;Blackout curtains ;Closet ;Clothes rack ;Desk ;DVDCD player ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Laptop safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Seating area ;Slippers ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Whirlpool bathtub ;Woodenparqueted flooring ;,Suite,Room size 50 m_square538 ft_square Separate showerbathtub 1 queen bed,219.205
71,70133,Hotel Amadeus,Linzer Gasse 43-45,Salzburg,Austria,Hotels,4,Air conditioning ;Bathrobes ;Blackout curtains ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Laptop safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Seating area ;Slippers ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Junior Suite,Room size 36 m_square388 ft_square Separate showerbathtub 1 king bed and 1 sofa bed,219.205
72,70133,Hotel Amadeus,Linzer Gasse 43-45,Salzburg,Austria,Hotels,4,Air conditioning ;Bathrobes ;Blackout curtains ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Laptop safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Seating area ;Slippers ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Triple Room,Room size 36 m_square388 ft_square Separate showerbathtub 2 single beds and 1 sofa bed,219.205
73,70133,Hotel Amadeus,Linzer Gasse 43-45,Salzburg,Austria,Hotels,4,Air conditioning ;Bathrobes ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Laptop safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Slippers ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Superior Double Room,Room size 25 m_square269 ft_square Shower 1 queen bed,219.205
74,70133,Hotel Amadeus,Linzer Gasse 43-45,Salzburg,Austria,Hotels,4,Air conditioning ;Bathrobes ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Laptop safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Slippers ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Superior Twin Room,Room size 25 m_square269 ft_square Shower 2 single beds,219.205
75,70133,Hotel Amadeus,Linzer Gasse 43-45,Salzburg,Austria,Hotels,4,Air conditioning ;Blackout curtains ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Laptop safe box ;Linens ;Mini bar ;Satellitecable channels ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Double Room,Room size 21 m_square226 ft_square Separate showerbathtub 1 queen bed,219.205
76,70133,Hotel Amadeus,Linzer Gasse 43-45,Salzburg,Austria,Hotels,4,Air conditioning ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Laptop safe box ;Linens ;Mini bar ;Satellitecable channels ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Twin Room,Room size 21 m_square226 ft_square Shower and bathtub 2 single beds,219.205
77,70157,Augarten Art Hotel,Schonaugasse 53,Graz,Austria,Hotels,4,Air conditioning ;Bathrobes ;Bathroom phone ;Blackout curtains ;Closet ;Daily housekeeping ;Dart board ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Seating area ;Slippers ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Standard Room,Room size 35 m_square377 ft_square Shower and bathtub 2 single beds or 1 queen bed,118.96
78,70157,Augarten Art Hotel,Schonaugasse 53,Graz,Austria,Hotels,4,Air conditioning ;Bathrobes ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Shower ;Smoke detector ;Telephone ;Toiletries ;Towels ;,Superior Room,Room size 24 m_square258 ft_square Bathtub 1 king bed or 2 single beds,118.96
79,70157,Augarten Art Hotel,Schonaugasse 53,Graz,Austria,Hotels,4,Air conditioning ;Bathrobes ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Slippers ;Smoke detector ;Toiletries ;Towels ;,Superior Room New Style,Room size 26 m_square280 ft_square Shower and bathtub 1 king bed or 2 single beds,118.96
80,70157,Augarten Art Hotel,Schonaugasse 53,Graz,Austria,Hotels,4,Air conditioning ;Blackout curtains ;Daily housekeeping ;Dart board ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Interconnecting rooms available ;Linens ;Mini bar ;Satellitecable channels ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;,Standard Room New Style,Room size 20 m_square215 ft_square Shower and bathtub 1 king bed or 2 single beds,118.96
81,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,Franz-Brotzner-Strasse 15  Wals,Salzburg,Austria,Hotels,3,Additional toilet ;Air conditioning ;Blackout curtains ;Carpeting ;Closet ;Coffeetea maker ;Desk ;Fan ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Family Room,Room size 40 m_square431 ft_square Shower 1 queen bed,160.615
82,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,Franz-Brotzner-Strasse 15  Wals,Salzburg,Austria,Hotels,3,Additional toilet ;Air conditioning ;Carpeting ;Closet ;Coffeetea maker ;Desk ;Fan ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Suite with Double Bed,Room size 58 m_square624 ft_square Shower and bathtub 1 queen bed,160.615
83,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,Franz-Brotzner-Strasse 15  Wals,Salzburg,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Carpeting ;Closet ;Coffeetea maker ;Desk ;Fan ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Business Double Room,Room size 29 m_square312 ft_square Shower and bathtub 1 double bed,160.615
84,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,Franz-Brotzner-Strasse 15  Wals,Salzburg,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Carpeting ;Closet ;Coffeetea maker ;Desk ;Fan ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Comfort Double Room,Room size 50 m_square538 ft_square Shower and bathtub 1 double bed,160.615
85,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,Franz-Brotzner-Strasse 15  Wals,Salzburg,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Carpeting ;Closet ;Coffeetea maker ;Desk ;Fan ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Standard Double Room,Room size 25 m_square269 ft_square Shower 1 queen bed,160.615
86,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,Franz-Brotzner-Strasse 15  Wals,Salzburg,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Coffeetea maker ;Desk ;Free Wi-Fi in all rooms ;In-room safe box ;Mini bar ;Satellitecable channels ;Telephone ;,Double Business,Shower,160.615
87,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,Franz-Brotzner-Strasse 15  Wals,Salzburg,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Desk ;Fan ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Business Queen Room,Room size 22 m_square237 ft_square Shower 1 queen bed,160.615
88,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,Franz-Brotzner-Strasse 15  Wals,Salzburg,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Quadruple With Double Bed,Free Breakfast Pay nothing until October 30 2019 Free Wi-Fi Free cancellation before November 1 2019,160.615
89,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,Franz-Brotzner-Strasse 15  Wals,Salzburg,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Suite,Free Breakfast Free Wi-Fi Cancellation policy,160.615
90,71282,Berg-Spa & Hotel Zamangspitze,Nr. 227,Sankt Gallenkirch,Austria,Hotels,4,Air conditioning ;Alarm clock ;Closet ;Desk ;Fan ;Fireplace ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Mirror ;On-demand movies ;Satellitecable channels ;Slippers ;Smoke detector ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Triple Room,Room size 19 m_square205 ft_square Shower 2 single beds and 1 queen bed or 3 single beds,156.275
91,71282,Berg-Spa & Hotel Zamangspitze,Nr. 227,Sankt Gallenkirch,Austria,Hotels,4,Air conditioning ;Alarm clock ;Closet ;Desk ;Fan ;Fireplace ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Mirror ;On-demand movies ;Satellitecable channels ;Smoke detector ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Quadruple Room,Room size 22 m_square237 ft_square Shower 2 single beds and 1 queen bed or 4 single beds,156.275
92,71282,Berg-Spa & Hotel Zamangspitze,Nr. 227,Sankt Gallenkirch,Austria,Hotels,4,Air conditioning ;Alarm clock ;Closet ;Desk ;Fan ;Fireplace ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Mirror ;On-demand movies ;Satellitecable channels ;Smoke detector ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Standard Double Room,Room size 16 m_square172 ft_square Shower 1 queen bed,156.275
93,71282,Berg-Spa & Hotel Zamangspitze,Nr. 227,Sankt Gallenkirch,Austria,Hotels,4,Air conditioning ;Alarm clock ;Closet ;Desk ;Fan ;Fireplace ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Mirror ;On-demand movies ;Satellitecable channels ;Smoke detector ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Superior Double Room,Room size 18 m_square194 ft_square Shower 1 king bed,156.275
94,71282,Berg-Spa & Hotel Zamangspitze,Nr. 227,Sankt Gallenkirch,Austria,Hotels,4,Air conditioning ;Alarm clock ;Closet ;Desk ;Fan ;Fireplace ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;On-demand movies ;Satellitecable channels ;Smoke detector ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Single Room,Room size 10 m_square108 ft_square Non-smoking Shower 1 single bed,156.275
95,72911,Familiengasthof Maier,Hauptstrasse 2,Mautern,Austria,Hotels,3,Additional toilet ;Air conditioning ;Carbon monoxide detector ;Cleaning products ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Private entrance ;Shower ;Smoke detector ;Soundproofing ;TV ;Wake-up service ;Woodenparqueted flooring ;,Standard Street View Single Room,Street view 1 single bed,71.325
96,72911,Familiengasthof Maier,Hauptstrasse 2,Mautern,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Closet ;Clothes rack ;Coffeetea maker ;Daily housekeeping ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mirror ;Private entrance ;Refrigerator ;Satellitecable channels ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Double Room,Room size 12 m_square129 ft_square Non-smoking Shower and bathtub 2 single beds or 1 queen bed,71.325
97,72911,Familiengasthof Maier,Hauptstrasse 2,Mautern,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Closet ;Clothes rack ;Coffeetea maker ;Daily housekeeping ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mirror ;Private entrance ;Refrigerator ;Satellitecable channels ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Single Standard,Non-smoking Shower and bathtub 1 single bed,71.325
98,72911,Familiengasthof Maier,Hauptstrasse 2,Mautern,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Closet ;Clothes rack ;Coffeetea maker ;Daily housekeeping ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mirror ;Private entrance ;Refrigerator ;Satellitecable channels ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Triple Standard,Room size 19 m_square205 ft_square Non-smoking Shower and bathtub 3 single beds,71.325
99,72911,Familiengasthof Maier,Hauptstrasse 2,Mautern,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mirror ;Private entrance ;Refrigerator ;Satellitecable channels ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Family Room,Room size 20 m_square215 ft_square Non-smoking Shower and bathtub 4 single beds,71.325
100,72911,Familiengasthof Maier,Hauptstrasse 2,Mautern,Austria,Hotels,3,Air conditioning ;Carbon monoxide detector ;Cleaning products ;Desk ;Fire extinguisher ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Mirror ;Shower ;Smoke detector ;Soundproofing ;TV ;Wake-up service ;Woodenparqueted flooring ;,Standard Street View Triple Room,Street view 3 single beds,71.325
101,72911,Familiengasthof Maier,Hauptstrasse 2,Mautern,Austria,Hotels,3,Air conditioning ;Carbon monoxide detector ;Cleaning products ;Desk ;Free Wi-Fi in all rooms ;In-room safe box ;Linens ;Mirror ;Private entrance ;Shower ;Smoke detector ;Soundproofing ;TV ;Wake-up service ;Woodenparqueted flooring ;,Street View Twin Room,Street view 2 single beds,71.325
102,72911,Familiengasthof Maier,Hauptstrasse 2,Mautern,Austria,Hotels,3,Air conditioning ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Private entrance ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Wake-up service ;Woodenparqueted flooring ;,Twin Room,Room size 12 m_square129 ft_square Shower and bathtub 2 single beds,71.325
103,74799,Chalet Garni Hotel Zimmermann,Griesbachweg 48,Reith bei Kitzbuhel,Austria,Hotels,3,Air conditioning ;Alarm clock ;Carpeting ;Closet ;Clothes rack ;Coffeetea maker ;Daily housekeeping ;Daily newspaper ;Desk ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Laptop workspace ;Linens ;Satellitecable channels ;Seating area ;Separate dining area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Standard Room,Room size 25 m_square269 ft_square Shower 2 single beds or 1 double bed,185.73
104,74799,Chalet Garni Hotel Zimmermann,Griesbachweg 48,Reith bei Kitzbuhel,Austria,Hotels,3,Air conditioning ;Alarm clock ;Carpeting ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Linens ;Seating area ;Separate dining area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Wake-up service ;,1 Double Bed Non-Smoking,Non-smoking Shower and bathtub 1 double bed,185.73
105,74799,Chalet Garni Hotel Zimmermann,Griesbachweg 48,Reith bei Kitzbuhel,Austria,Hotels,3,Air conditioning ;Alarm clock ;Carpeting ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Linens ;Seating area ;Separate dining area ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Wake-up service ;,1 Double Bed With Sofa Bed Non-smoking,Non-smoking Shower 1 double bed and 1 sofa bed,185.73
106,74799,Chalet Garni Hotel Zimmermann,Griesbachweg 48,Reith bei Kitzbuhel,Austria,Hotels,3,Air conditioning ;Alarm clock ;Carpeting ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Linens ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Wake-up service ;,King Superior Non-Smoking,Room size 25 m_square269 ft_square Shower 1 king bed,185.73
107,74799,Chalet Garni Hotel Zimmermann,Griesbachweg 48,Reith bei Kitzbuhel,Austria,Hotels,3,Air conditioning ;Coffeetea maker ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,2 Single Beds Non-smoking,Non-smoking 2 single beds,185.73
108,74804,Panoramahotel Hauserhof,Kreuth 1 ob Moschach,Hermagor,Austria,Hotels,4,Air conditioning ;Alarm clock ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Seating area ;Telephone ;Toiletries ;TV ;Wake-up service ;,Twin Room,Room size 13 m_square140 ft_square Non-smoking Shower and bathtub 2 single beds,122.595
109,74804,Panoramahotel Hauserhof,Kreuth 1 ob Moschach,Hermagor,Austria,Hotels,4,Air conditioning ;Bathrobes ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Mirror ;Seating area ;Telephone ;Toiletries ;Towels ;TV ;,Executive Double Room,Room size 15 m_square161 ft_square Non-smoking Shower and bathtub 1 double bed,122.595
